Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,19.28332702,72.86964169,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,12.95253666,80.13965501,Tamil Nadu
Airtel,Outdoor,4G,3,Satisfactory,28.55144111,77.23716911,NCT
RJio,Outdoor,4G,1,Call Dropped,28.6061744,77.3473341,Uttar Pradesh
BSNL,Outdoor,Unknown,5,Satisfactory,26.49131308,74.62101399,Rajasthan
RJio,Travelling,4G,4,Satisfactory,17.76388788,75.75745998,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,18.65034564,73.83476415,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Outdoor,4G,4,Satisfactory,26.45617448,74.63561825,Rajasthan
Airtel,Outdoor,4G,2,Call Dropped,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,18.65034564,73.83476415,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,28.60108429,76.98575333,Haryana
Vodafone,Indoor,4G,4,Satisfactory,19.0040832,72.8422388,Maharashtra
Vodafone,Indoor,4G,4,Satisfactory,19.0049149,72.8433231,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,19.28363102,72.86942788,Maharashtra
Airtel,Indoor,Unknown,3,Call Dropped,22.67421498,75.82562169,Madhya Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,28.3529859,77.3298275,Haryana
Vodafone,Indoor,4G,1,Call Dropped,19.0049076,72.8433083,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,28.374682,79.4142585,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,17.72434588,83.30897408,Andhra Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,3,Poor Voice Quality,10.74274051,76.71028266,Kerala
Vodafone,Travelling,4G,3,Poor Voice Quality,18.9956255,72.8370624,Maharashtra
Vodafone,Travelling,4G,1,Call Dropped,18.9956255,72.8370624,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,4G,1,Call Dropped,18.97428244,72.82302753,Maharashtra
BSNL,Indoor,Unknown,3,Poor Voice Quality,10.74274051,76.71028266,Kerala
MTNL,Outdoor,4G,5,Satisfactory,18.9710617,72.837812,Maharashtra
Airtel,Indoor,2G,1,Poor Voice Quality,28.4517753,77.0524476,Haryana
RJio,Indoor,4G,4,Satisfactory,26.78964667,80.89142667,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,17.4876728,78.314527,Telangana
RJio,Indoor,4G,5,Satisfactory,25.27469297,83.12989754,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,19.17720881,77.3212943,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,18.6504121,73.8347424,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,17.4876728,78.314527,Telangana
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
Idea,Indoor,4G,5,Satisfactory,19.83582488,75.30186885,Maharashtra
RJio,Indoor,4G,1,Call Dropped,11.66928576,78.10379097,Tamil Nadu
Idea,Indoor,4G,5,Satisfactory,19.83582488,75.30186885,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,11.66928576,78.10379097,Tamil Nadu
RJio,Travelling,4G,4,Satisfactory,17.80203113,75.89127481,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,2G,3,Satisfactory,16.79306713,80.8275229,Andhra Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Idea,Outdoor,4G,5,Satisfactory,19.83582488,75.30186885,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.8769491,76.6403906,Haryana
Vodafone,Outdoor,4G,4,Satisfactory,18.97428244,72.82302753,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.8769491,76.6403906,Haryana
Idea,Outdoor,3G,5,Satisfactory,19.83582488,75.30186885,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,17.736382,83.3125082,Andhra Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,25.454955,78.58648,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,17.48749236,78.31451261,Telangana
Vodafone,Indoor,3G,4,Satisfactory,12.9403405,79.16901709,Tamil Nadu
Vodafone,Indoor,4G,1,Poor Voice Quality,28.3484475,77.3325851,Haryana
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,4G,5,Satisfactory,26.45617448,74.63561825,Rajasthan
Vodafone,Outdoor,4G,5,Satisfactory,26.45617448,74.63561825,Rajasthan
Airtel,Indoor,4G,4,Satisfactory,28.87601329,76.64045795,Haryana
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,25.454955,78.58648,Uttar Pradesh
Vodafone,Outdoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,5,Satisfactory,18.52689499,73.82453077,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,23.27289758,77.38362347,Madhya Pradesh
Airtel,Indoor,4G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,28.87650551,76.64105122,Haryana
RJio,Outdoor,4G,4,Satisfactory,18.01525716,76.07087447,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,17.4940555,78.4139895,Telangana
Airtel,Indoor,4G,5,Satisfactory,17.48801242,78.31451587,Telangana
RJio,Outdoor,4G,4,Satisfactory,18.01510955,76.07113788,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.87650551,76.64105122,Haryana
BSNL,Indoor,3G,5,Satisfactory,26.11805888,89.51237247,West Bengal
Vodafone,Outdoor,3G,2,Poor Voice Quality,26.94642265,77.93792442,Chhattisgarh
Airtel,Indoor,4G,2,Poor Voice Quality,18.00728202,79.54705838,Telangana
Airtel,Indoor,4G,2,Poor Voice Quality,18.00728202,79.54705838,Telangana
Airtel,Indoor,4G,4,Satisfactory,28.87672265,76.64111618,Haryana
RJio,Indoor,4G,4,Satisfactory,18.60490664,73.87521207,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,17.487678,78.3145231,Telangana
Airtel,Indoor,4G,3,Poor Voice Quality,18.00728202,79.54705838,Telangana
Airtel,Indoor,4G,2,Poor Voice Quality,18.00728202,79.54705838,Telangana
Airtel,Indoor,4G,3,Poor Voice Quality,18.00728202,79.54705838,Telangana
Airtel,Indoor,4G,5,Satisfactory,28.34914221,77.34112154,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,26.43635167,74.629565,Rajasthan
BSNL,Indoor,3G,5,Satisfactory,26.11805888,89.51237247,West Bengal
Airtel,Indoor,4G,1,Poor Voice Quality,26.43625667,74.62957,Rajasthan
Vodafone,Indoor,4G,1,Poor Voice Quality,19.28337937,72.86973892,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.28320812,72.86974226,Maharashtra
Airtel,Indoor,4G,3,Poor Voice Quality,18.00728202,79.54705838,Telangana
RJio,Outdoor,4G,4,Satisfactory,22.56384583,88.40625278,West Bengal
BSNL,Outdoor,Unknown,5,Satisfactory,26.11805888,89.51237247,West Bengal
Vodafone,Indoor,2G,5,Satisfactory,22.6956592,88.3980877,West Bengal
Vodafone,Indoor,2G,5,Satisfactory,22.6951293,88.3975115,West Bengal
BSNL,Indoor,3G,5,Satisfactory,26.11817384,89.51222937,West Bengal
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,18.01513516,76.0710057,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,25.149382,82.585257,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,18.0151693,76.07124411,Maharashtra
Vodafone,Indoor,4G,2,Poor Voice Quality,19.2834769,72.86958564,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.87464041,76.64431949,Haryana
Airtel,Travelling,4G,5,Satisfactory,25.46842173,81.86331767,Uttar Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,22.8542826,74.2506759,Gujarat
RJio,Indoor,4G,4,Satisfactory,22.48055453,88.40515181,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.48055453,88.40515181,West Bengal
Airtel,Indoor,Unknown,3,Call Dropped,22.6742854,75.8257391,Madhya Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06357123,75.39965473,Madhya Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Poor Voice Quality,25.45601333,78.586065,Uttar Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,25.45601333,78.586065,Uttar Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,28.5923567,77.3518757,Uttar Pradesh
Idea,Indoor,3G,5,Satisfactory,18.54919279,73.91585335,Maharashtra
RJio,Indoor,4G,3,Satisfactory,22.06354994,75.39982229,Madhya Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.87610943,76.64035837,Haryana
Airtel,Indoor,4G,4,Satisfactory,28.87610943,76.64035837,Haryana
RJio,Outdoor,4G,3,Satisfactory,22.06301258,75.3997818,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,22.83009351,70.79125143,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.83009351,70.79125143,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Travelling,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82706664,70.86216912,Gujarat
RJio,Indoor,4G,4,Satisfactory,22.89603499,70.87237367,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.89603499,70.87237367,Gujarat
RJio,Indoor,4G,4,Satisfactory,22.89603499,70.87237367,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82190586,70.86112146,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.82190586,70.86112146,Gujarat
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,22.59283831,88.29770848,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.592789,88.29771186,West Bengal
RJio,Outdoor,4G,5,Satisfactory,25.2744753,83.1302097,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Outdoor,3G,2,Poor Voice Quality,27.1659171,78.008814,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,17.76444604,75.75599295,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.87600344,76.64045778,Haryana
Airtel,Outdoor,4G,5,Satisfactory,26.512805,74.68336833,Rajasthan
Airtel,Outdoor,4G,5,Satisfactory,26.512805,74.68336833,Rajasthan
Vodafone,Indoor,3G,4,Satisfactory,12.9403957,79.16900647,Tamil Nadu
Vodafone,Indoor,4G,4,Satisfactory,12.94031896,79.16904434,Tamil Nadu
Airtel,Outdoor,4G,1,Call Dropped,26.51282167,74.68331667,Rajasthan
Airtel,Outdoor,4G,1,Poor Voice Quality,26.51279333,74.68327167,Rajasthan
Airtel,Outdoor,4G,1,Poor Voice Quality,26.51279333,74.68327167,Rajasthan
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06356499,75.39966789,Madhya Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.8971991,75.4881689,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.8971991,75.4881689,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.8748712,76.6445413,Haryana
BSNL,Indoor,Unknown,5,Satisfactory,17.64784137,83.13435001,Andhra Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.8748712,76.6445413,Haryana
Airtel,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,19.17694126,77.32128105,Maharashtra
RJio,Indoor,4G,4,Satisfactory,17.73625497,83.31274582,Andhra Pradesh
Airtel,Outdoor,4G,5,Satisfactory,17.70847602,83.31425283,Andhra Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,19.17694126,77.32128105,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.2834769,72.86958564,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,28.3483811,77.332573,Haryana
Airtel,Indoor,4G,5,Satisfactory,17.44577525,78.37742373,Telangana
Airtel,Indoor,4G,4,Satisfactory,11.36071278,77.15769143,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,11.36071278,77.15769143,Tamil Nadu
Vodafone,Indoor,2G,4,Satisfactory,23.49345317,87.30974796,West Bengal
Airtel,Indoor,4G,5,Satisfactory,11.36071278,77.15769143,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,19.28313331,72.86281938,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,26.11796043,89.5336227,West Bengal
RJio,Indoor,4G,4,Satisfactory,17.73610342,83.31239655,Andhra Pradesh
Vodafone,Outdoor,3G,2,Call Dropped,27.1659272,78.0088142,Uttar Pradesh
Vodafone,Outdoor,3G,1,Call Dropped,27.1657983,78.009014,Uttar Pradesh
Vodafone,Outdoor,3G,2,Poor Voice Quality,27.1657983,78.009014,Uttar Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,22.7355936,88.3687406,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,26.78963833,80.89123667,Uttar Pradesh
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,17.44577525,78.37742373,Telangana
Airtel,Indoor,4G,4,Satisfactory,28.8748184,76.6445159,Haryana
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,26.78963833,80.89123667,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,26.78963833,80.89123667,Uttar Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,26.78963833,80.89123667,Uttar Pradesh
BSNL,Outdoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,17.7363874,83.3125159,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.27049379,77.45718336,Madhya Pradesh
RJio,Travelling,4G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,21.87408326,70.59497148,Gujarat
RJio,Travelling,4G,1,Poor Voice Quality,25.14021499,79.75022087,Uttar Pradesh
RJio,Travelling,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,3,Call Dropped,28.63562167,77.17569667,NCT
Airtel,Indoor,4G,2,Poor Voice Quality,18.00734476,79.54697988,Telangana
Airtel,Outdoor,4G,5,Satisfactory,23.27049379,77.45718336,Madhya Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,19.17739607,77.32296263,Maharashtra
BSNL,Outdoor,Unknown,5,Satisfactory,20.30805667,85.85712167,Odisha
BSNL,Outdoor,Unknown,4,Satisfactory,20.30028667,85.81971167,Odisha
RJio,Outdoor,4G,4,Satisfactory,17.7363505,83.3128613,Andhra Pradesh
Vodafone,Indoor,4G,4,Satisfactory,12.94027703,79.16877821,Tamil Nadu
Airtel,Indoor,4G,3,Poor Voice Quality,18.00734476,79.54697988,Telangana
RJio,Travelling,4G,5,Satisfactory,11.67266396,78.11176711,Tamil Nadu
RJio,Travelling,4G,5,Satisfactory,11.67266396,78.11176711,Tamil Nadu
Airtel,Indoor,4G,1,Call Dropped,18.00734476,79.54697988,Telangana
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,2,Call Dropped,18.00734476,79.54697988,Telangana
Vodafone,Travelling,4G,2,Call Dropped,22.6951293,88.3975115,West Bengal
Vodafone,Indoor,4G,1,Poor Voice Quality,22.85428333,74.25067576,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,12.94027703,79.16877821,Tamil Nadu
Vodafone,Travelling,2G,5,Satisfactory,22.6951293,88.3975115,West Bengal
Vodafone,Outdoor,4G,4,Satisfactory,19.0927174,72.8578236,Maharashtra
Airtel,Travelling,4G,5,Satisfactory,17.70861067,83.31475791,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.6919262,77.3115789,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,25.52991097,81.85299163,Uttar Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,25.45531667,78.58908667,Uttar Pradesh
Vodafone,Indoor,3G,4,Satisfactory,12.94027703,79.16877821,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,17.7361007,83.31295101,Andhra Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,26.91652935,75.70249684,Rajasthan
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,25.25149366,79.84546174,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,25.5301905,81.85285929,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.635725,77.175575,NCT
Vodafone,Outdoor,4G,4,Satisfactory,19.09271736,72.86013383,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,25.5301905,81.85285929,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,19.8971991,75.4881689,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.28163306,72.86385627,Maharashtra
Vodafone,Outdoor,4G,4,Satisfactory,19.09271736,72.86013383,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.8971991,75.4881689,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,19.17694441,77.32135515,Maharashtra
Airtel,Outdoor,4G,5,Satisfactory,17.70667322,83.29826144,Andhra Pradesh
Airtel,Outdoor,4G,2,Call Dropped,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06359638,75.39971005,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,17.36927805,78.52282901,Telangana
Airtel,Outdoor,4G,5,Satisfactory,26.48282813,74.63396754,Rajasthan
Vodafone,Indoor,3G,4,Satisfactory,12.95629786,79.11360492,Tamil Nadu
